month,Mkt-RF,SMB,HML,RMW,CMA,mom,Quality,BAB,RF
200302,-1.88,-0.93,-1.38,0.83,-0.61,1.17,2.479745498,1.765781623,0.09
200303,1.09,0.67,-1.91,1.85,-0.75,1.48,0.956124907,1.102544866,0.1
200304,8.22,1.04,1.17,-4.7,1.09,-9.33,-6.04644352,-3.543764337,0.1
200305,6.05,4.87,0.5,-7.06,2.99,-10.7,-7.15064378,-5.700015602,0.09
200306,1.42,1.68,0.15,0.48,-0.35,-1,-0.962243946,1.775395971,0.1
200307,2.35,4.54,-1.24,-4.15,1.77,-0.24,-2.176350255,0.489427127,0.07
200308,2.34,2.48,1.54,-2.24,2.13,-0.62,-1.252399224,0.084540354,0.07
200309,-1.24,0.55,0.15,1,0.35,-0.19,-0.131055861,1.790263972,0.08
200310,6.08,2.71,1.97,-1.35,1.54,3.99,-1.281368713,0.199452608,0.07
200311,1.35,2.33,1.78,0.19,1.8,1.46,0.408870546,4.54382925,0.07
200312,4.29,-2.49,1.61,0.57,0.94,-5.57,-1.953345738,6.233252146,0.08
200401,2.15,2.45,2.48,-3.67,3.38,2.58,-3.932160037,-1.540269937,0.07
200402,1.4,-0.93,0.91,2.18,-1.21,-1.14,0.37259642,5.329247109,0.06
200403,-1.32,2.1,0.28,1.56,-0.98,0.17,1.17732536,5.144990939,0.09
200404,-1.83,-2.01,-3.09,3.46,-2.84,-5.38,3.953513274,-0.041022982,0.08
200405,1.17,-0.38,-0.24,-1.18,0.02,1.5,-0.222629093,0.28324991,0.06
200406,1.86,2.56,1.19,1.2,-0.39,2.05,-0.020003711,2.446823742,0.08
200407,-4.06,-2.95,3.23,5.33,-1.66,-2.29,3.449227715,5.877011177,0.1
200408,0.08,-1.16,1,1.18,-1.44,-1.59,-0.124831951,2.589118782,0.11
200409,1.6,3.27,-0.01,-1.48,-1.89,5.49,-1.007650404,2.880295876,0.11
200410,1.43,0.19,-0.22,-0.52,0.49,-1.38,0.447522976,1.395500739,0.11
200411,4.54,4.11,1.42,-0.59,-0.21,3.16,-2.139351348,2.917292665,0.15
200412,3.43,-0.05,-0.22,-1.16,0.46,-2.87,-0.932320158,1.368755754,0.16
200501,-2.76,-1.18,2.06,2.73,-1.46,3.05,1.862473246,3.773566461,0.16
200502,1.89,-0.3,1.53,1.45,-0.05,3.37,0.554566901,3.259569514,0.16
200503,-1.97,-1.42,2.04,0.47,1.29,0.41,1.877094549,0.362046184,0.21
200504,-2.61,-3.98,0.06,0.97,-0.94,-0.69,1.408236377,1.153739583,0.21
200505,3.65,2.79,-0.64,-1,0.3,0.45,0.153704374,-2.145164914,0.24
200506,0.57,3.28,2.82,0.97,-0.51,2.05,-0.900855886,3.440506362,0.23
200507,3.92,2.8,-0.78,-1.22,-0.81,0.06,-0.798470437,1.445115695,0.24
200508,-1.22,-0.89,1.32,-2.05,0.36,2.08,-0.978013054,-0.010350638,0.3
200509,0.49,-0.35,0.72,0.27,-0.6,3.43,-0.764754342,-0.075051604,0.29
200510,-2.02,-1.45,0.43,-0.94,-1.3,-1.39,1.918610899,-2.482558985,0.27
200511,3.61,0.85,-1.18,-0.74,-1.14,0.35,-0.041946168,-0.305165149,0.31
200512,-0.25,-0.21,0.2,0.21,0.23,0.77,-1.832136575,1.082445274,0.32
200601,3.04,5.75,1.08,-0.64,-0.46,2.53,-2.099553019,0.538944715,0.35
200602,-0.3,-0.42,-0.35,-0.51,1.91,-1.84,-1.130460352,0.291927926,0.34
200603,1.46,3.4,0.59,0.09,-0.41,1.26,-0.669986879,0.696768952,0.37
200604,0.73,-0.84,2.34,1.8,0.01,0.64,-0.90746608,1.024098439,0.36
200605,-3.57,-2.85,2.42,1.15,1.46,-3.7,0.897421582,-0.054325434,0.43
200606,-0.35,-0.24,0.85,1.33,-0.07,1.54,0.955265386,-0.323191591,0.4
200607,-0.78,-3.64,2.62,1.63,0.9,-2.12,-0.069689479,1.660258866,0.4
200608,2.03,0.44,-2.06,-1.86,2.09,-3.38,-0.249511481,-0.869872435,0.42
200609,1.84,-1.46,0.08,0.82,0.6,-0.96,1.301796712,-0.581323344,0.41
200610,3.23,1.98,-0.3,-0.12,0.28,-0.2,-1.022531276,0.059299469,0.41
200611,1.71,0.71,0.14,0.15,-0.81,-1.03,-0.580502346,1.073451124,0.42
200612,0.87,-0.82,2.73,-0.72,2.06,0.79,-0.677284699,2.123418201,0.4
200701,1.4,0.08,-0.69,0.25,0.38,0.24,-0.25895671,1.053865412,0.44
200702,-1.96,1.28,-0.13,-0.51,-0.71,-1.35,-0.592124171,0.788260259,0.38
200703,0.68,0.19,-0.96,0.64,-0.65,2.56,0.249686358,-0.374766658,0.43
200704,3.49,-2.03,-1.46,1.15,1.04,-0.24,-0.096888296,0.43940823,0.44
200705,3.24,0.4,-0.65,1.58,-1.36,-0.34,0.588356057,-1.447370118,0.41
200706,-1.96,0.75,-1.07,0.53,0.08,0.51,1.167766502,0.391185117,0.4
200707,-3.73,-2.98,-3.72,0.2,-1.13,2.94,2.31498355,-0.979207161,0.4
200708,0.92,-0.37,-1.86,-1.21,-0.53,0.1,1.32451837,-3.364815502,0.42
200709,3.22,-2.43,-2.23,-0.52,-3.02,4.63,-0.721318584,1.109467905,0.32
200710,1.8,-0.03,-3.05,-0.3,-0.09,5.02,0.048927894,-0.107172622,0.32
200711,-4.83,-3.01,-0.95,1.89,-0.29,0.99,3.676884305,-4.362740794,0.34
200712,-0.87,0.15,-0.54,0.87,-1.04,6.63,1.898305059,-2.716950418,0.27
200801,-6.36,-0.66,3.98,2.14,2.14,-7.75,-1.006492958,-2.270862433,0.21
200802,-3.09,-0.66,-0.84,0.88,-0.93,6.1,2.168484744,2.110254509,0.13
200803,-0.93,0.56,0.3,0.79,0.5,4.27,2.07050228,-6.871868278,0.17
200804,4.6,-1.14,-1.04,1.63,-2.47,-0.31,-1.38367586,-2.144250636,0.18
200805,1.86,3.06,-1.49,0.93,-0.06,3.31,1.196464786,0.680201032,0.18
200806,-8.44,1.15,-2.67,4.96,-0.55,12.75,3.272268858,0.253791422,0.17
200807,-0.77,3.72,5.42,-1.37,1.08,-5.13,0.591016568,-6.934247031,0.15
200808,1.53,3.46,1.59,1.86,0.84,-4.02,2.474085025,-1.497681733,0.13
200809,-9.24,0.25,5.92,2.41,1.78,0.28,3.29019261,-9.206966982,0.15
200810,-17.23,-3.34,-2.3,3.04,2.05,7.85,8.530069592,-5.133257638,0.08
200811,-7.86,-3.89,-6.31,4.53,2.74,7.17,8.012123141,-3.556999581,0.03
200812,1.74,3.29,0.15,0.06,-1.49,-5.09,-0.203089786,-7.421819172,0
200901,-8.12,-2.13,-11.29,0.18,-1.16,-2.18,3.293216566,11.5164332,0
200902,-10.1,-1.33,-6.95,1.19,-1.02,4.41,5.353155322,-0.347924356,0.01
200903,8.95,0.68,3.48,-2.52,-2.24,-11.87,-3.103995953,-2.63413391,0.02
200904,10.18,7.13,5.36,1.31,0.13,-34.3,-6.941062737,-7.857194603,0.01
200905,5.21,-2.32,0.27,-0.78,-2.16,-12.49,-5.783800457,6.565004018,0
200906,0.43,2.29,-2.73,-1.41,-0.33,5.48,3.209130993,9.07418889,0.01
200907,7.72,2.39,4.84,-0.46,3.14,-5.55,-4.427461218,-3.653755268,0.01
200908,3.33,-0.09,7.63,-3.02,3.34,-9.07,-6.348229477,-2.387293777,0.01
200909,4.08,2.73,1.04,1.31,0.35,-4.79,-2.601691763,-0.38027998,0.01
200910,-2.59,-4.93,-4.2,4.17,-1.49,2.61,5.693545059,0.853821842,0
200911,5.56,-2.68,-0.34,1,0.12,0.3,-0.167091163,-1.193988718,0
200912,2.75,6.23,-0.17,1.02,-0.09,3.01,-0.388731283,0.976431967,0.01
201001,-3.36,0.34,0.43,-1.27,0.46,-5.4,-0.528918623,0.993977599,0
201002,3.4,1.51,3.23,-0.27,1.43,3.74,-0.709029252,0.761368762,0
201003,6.31,1.85,2.21,-0.65,1.69,3.76,-2.979995701,1.520979107,0.01
201004,2,4.98,2.89,0.69,1.72,3.16,-3.494108067,1.488063425,0.01
201005,-7.89,0.04,-2.44,1.3,-0.22,-0.25,2.447616483,-0.562226732,0.01
201006,-5.57,-2.47,-4.7,-0.16,-1.55,-2.76,2.623007559,2.305830537,0.01
201007,6.93,0.14,-0.33,0.27,1.98,1.88,-1.978210981,-2.344565544,0.01
201008,-4.77,-3.13,-1.93,0.58,-1.61,-0.06,1.178919019,1.637611714,0.01
201009,9.54,3.77,-3.18,-0.18,0.36,1.41,-0.291407404,-1.190062798,0.01
201010,3.88,0.86,-2.51,1.31,-0.33,1.58,0.201636439,2.015107397,0.01
201011,0.6,3.64,-0.92,0.38,1.63,2.66,-0.60298815,-0.519800282,0.01
201012,6.82,0.99,3.76,-3.52,3.21,-3.03,-4.598448055,-0.165227722,0.01
201101,1.99,-2.38,0.75,-0.65,0.77,-0.29,-0.781148484,3.006315963,0.01
201102,3.49,1.65,1.27,-1.93,0.87,1.99,-1.407359905,0.640168581,0.01
201103,0.46,2.63,-1.85,1.8,-0.05,3.4,1.232223582,0.424301383,0.01
201104,2.9,-0.5,-2.49,1.11,-0.86,0.04,1.385041668,0.555069866,0
201105,-1.27,-0.71,-2,1.91,-1.5,-0.62,2.829705628,1.42270306,0
201106,-1.75,0.13,-0.39,2.43,-1.51,1.78,2.724105975,0.413811674,0
201107,-2.35,-1.2,-0.9,2.68,-1.82,0.18,0.675859885,-0.416691906,0
201108,-5.99,-3.2,-2.36,3.3,-0.38,-0.28,6.093352805,0.75867435,0.01
201109,-7.59,-3.65,-1.72,2.04,0.26,-2.42,6.608330055,2.023515278,0
201110,11.35,3.46,0.1,-2.16,-0.86,-1.43,-4.247067562,-5.962537674,0
201111,-0.28,-0.27,-0.45,1.86,1.49,3.84,2.987779158,0.614012759,0
201112,0.74,-0.33,1.63,0.98,2.51,1.81,0.715714812,1.301640647,0
201201,5.05,2.05,-0.97,-2.01,-1.43,-7.91,-3.564327785,0.686836145,0
201202,4.42,-1.7,0.43,-0.48,-0.01,-0.29,-0.921155266,2.572071777,0
201203,3.11,-0.47,1.14,-0.54,0.74,1.3,0.550886017,3.940041571,0
201204,-0.85,-0.55,-0.78,1.3,0.65,3.75,0.420045851,2.900292369,0
201205,-6.19,-0.12,-1.06,2.08,2.32,6.49,3.081335736,2.330399141,0.01
201206,3.89,0.84,0.62,-1.09,0.46,-1.06,-0.708220257,1.070095751,0
201207,0.79,-2.8,-0.02,1.1,0.09,3.04,0.558056932,1.046077582,0
201208,2.55,0.45,1.3,-1.33,-0.86,-2.37,-0.479401562,-0.893224059,0.01
201209,2.73,0.61,1.6,-1.49,1.54,-1.14,-1.169276343,0.762470387,0.01
201210,-1.76,-0.9,3.59,-1.34,2.51,0.14,-2.212455099,1.990969794,0.01
201211,0.78,0.47,-0.84,0.6,0.84,0.49,1.249308313,-1.34293051,0.01
201212,1.18,1.91,3.51,-1.85,0.88,-2.86,-2.603806732,-1.072294895,0.01
201301,5.57,0.47,0.96,-1.93,1.42,-1.79,-2.098561322,4.387068118,0
201302,1.29,-0.25,0.11,-0.67,0.54,1.29,0.555177045,1.885035296,0
201303,4.03,0.86,-0.19,0.14,1.37,1.92,-0.453345684,2.342132183,0
201304,1.55,-2.25,0.45,0.27,0.37,0.22,-1.067107467,1.663132022,0
201305,2.8,2.09,2.63,-1.97,-0.91,-2.02,0.172316168,-1.495710503,0
201306,-1.2,1.56,0.03,-0.38,0.01,0.52,1.297478602,2.073629949,0
201307,5.65,1.8,0.57,-1.35,0.52,1.76,-1.076200906,1.807878297,0
201308,-2.71,-0.06,-2.69,0.66,-2.16,0.02,0.926738144,-0.373530019,0
201309,3.77,2.66,-1.22,-0.58,-1.4,3.06,-0.707150818,0.758835402,0
201310,4.18,-1.51,1.25,2.78,0.92,0.08,1.549719482,2.881957985,0
201311,3.13,1.4,0.32,0.14,0.05,0.44,1.486868708,1.940650587,0
201312,2.81,-0.44,-0.02,-0.46,0.08,0.02,-1.451450064,0.277183779,0
201401,-3.32,0.58,-2.07,-3.88,-1.43,1.71,-3.022052957,2.047957815,0
201402,4.65,0.16,-0.31,-0.23,-0.47,2.07,-0.919576234,-0.187535489,0
201403,0.43,-1.13,4.93,2.13,1.98,-3.29,1.434486517,1.576003297,0
201404,-0.19,-4.14,1.17,3.48,1.04,-3.89,0.222503081,0.206928012,0
201405,2.06,-1.89,-0.13,0.05,-1.01,0.87,0.08003896,1.062356077,0
201406,2.61,3.1,-0.7,-1.89,-1.98,0.69,-1.713802639,-0.384769191,0
201407,-2.04,-4.29,0.03,0.88,0.51,-0.12,1.010614023,1.009432589,0
201408,4.24,0.31,-0.45,-0.63,-0.69,0.82,-0.217967211,1.711386893,0
201409,-1.97,-3.73,-1.34,1.31,-0.49,0.5,3.631839538,2.469988534,0
201410,2.52,3.72,-1.81,-0.55,-0.09,-0.06,4.181066043,2.09245882,0
201411,2.55,-2.28,-3.09,1.5,0.26,0.69,2.830999698,2.356813617,0
201412,-0.06,2.86,2.27,-1.22,0.96,1.12,0.446211877,0.287028537,0
201501,-3.11,-0.91,-3.58,1.6,-1.66,3.84,-1.08330518,2.609356399,0
201502,6.13,0.31,-1.86,-1.1,-1.79,-2.82,0.511809301,-2.074681098,0
201503,-1.12,3.07,-0.37,0.09,-0.51,2.74,0.137919042,1.397997993,0
201504,0.59,-3.06,1.82,0.02,-0.65,-7.27,-1.198868354,-2.167634524,0
201505,1.36,0.82,-1.14,-1.78,-0.72,5.82,0.426045603,2.661352901,0
201506,-1.53,2.89,-0.79,0.45,-1.57,3.01,2.550721271,1.976959921,0
201507,1.54,-4.58,-4.13,0.31,-2.46,9.98,1.738356517,5.497498521,0
201508,-6.04,0.24,2.77,0.69,1.24,-2.09,1.729803692,-1.531244461,0
201509,-3.07,-2.8,0.56,1.8,-0.6,5.22,5.483378772,5.646061378,0
201510,7.75,-2.05,-0.46,0.86,0.55,-3.28,0.109299545,-1.029446215,0
201511,0.56,3.29,-0.42,-2.71,-1.03,2.28,0.779709238,1.33757265,0
201512,-2.17,-2.97,-2.61,0.45,0.03,3.36,1.457752329,2.564936126,0.01
201601,-5.77,-3.48,2.09,2.8,3.07,1.44,7.52110941,0.712479681,0.01
201602,-0.07,0.85,-0.57,3.28,1.99,-4.38,2.194170085,-0.651547697,0.02
201603,6.96,1.08,1.19,0.76,-0.04,-5.01,-2.281109325,-2.515589788,0.02
201604,0.91,1.22,3.28,-2.92,1.86,-6.02,-5.026507118,-2.608074573,0.01
201605,1.78,-0.62,-1.66,-1.07,-2.49,1.42,0.548577803,2.230304221,0.01
201606,-0.05,0.44,-1.48,1.39,1.91,4.13,0.774991875,2.878098116,0.02
201607,3.95,2.49,-1.27,1.25,-1.19,-3.34,-0.0576032,2.309271473,0.02
201608,0.49,1.7,3.13,-1.88,-0.34,-3.49,0.155816531,-1.875318752,0.02
201609,0.25,1.86,-1.23,-2.23,0.03,0.19,-3.123183103,-0.179203711,0.02
201610,-2.02,-4.04,4.12,0.96,0.28,0.6,2.630790444,1.075407305,0.02
201611,4.86,7.04,8.19,-0.21,3.69,-4.62,0.378524241,-1.629969897,0.01
201612,1.81,0.39,3.56,1.23,-0.22,-0.26,1.489552378,3.721621292,0.03
201701,1.94,-1.43,-2.76,-0.5,-0.99,-0.93,-2.431805901,0.042915745,0.04
201702,3.57,-2.21,-1.68,0.45,-1.83,-1.65,1.311961615,1.847719941,0.04
201703,0.17,0.74,-3.32,0.62,-0.94,-1.02,0.828917404,1.301084725,0.03
201704,1.09,0.47,-2.1,1.91,-1.6,0.48,2.34041459,1.99808995,0.05
201705,1.06,-3.03,-3.78,0.95,-1.81,1.48,2.369247118,2.248210664,0.06
201706,0.78,2.57,1.48,-2.25,0.01,-0.09,-1.378640312,-0.081680376,0.06
201707,1.87,-1.66,-0.24,-0.69,-0.11,1.68,-0.779768118,0.113446027,0.07
201708,0.16,-1.83,-2.09,0.15,-2.37,3.26,-0.328311829,-0.2696471,0.09
201709,2.51,4.77,3.12,-1.46,1.67,-1.32,-0.450192004,-0.284170946,0.09
201710,2.25,-1.93,0.21,0.92,-3.24,4.27,2.169682904,0.184805149,0.09
201711,3.12,-0.36,-0.08,3.19,-0.08,-0.87,2.251237063,1.930573652,0.08
201712,1.06,-1.07,0.05,0.75,1.67,-1.54,-1.673169083,0.357313688,0.09
201801,5.57,-3.2,-1.33,-0.73,-1.01,4.05,0.913262457,-0.159467086,0.12
201802,-3.65,0.31,-1.07,0.54,-2.39,3.58,1.722133985,-2.073679455,0.11
201803,-2.35,3.58,-0.23,-0.45,0,-1.13,-0.248495195,2.368707318,0.11
201804,0.28,0.93,0.54,-2.43,1.27,0.36,-1.392317932,-0.054206716,0.14
201805,2.65,4.74,-3.18,-2.05,-1.47,3.89,-0.58131279,0.492619661,0.14
201806,0.48,0.81,-2.33,0.78,0.24,-2.35,0.742328523,2.268113061,0.14
201807,3.19,-1.93,0.47,1.56,0.35,-1.41,1.620665947,-0.532195926,0.16
201808,3.44,0.63,-3.98,-0.3,-2.66,5.29,0.51260945,-1.360811319,0.16
201809,0.06,-2.49,-1.69,0.64,1.3,0.04,0.298527471,-0.765720095,0.15
201810,-7.68,-4.46,3.44,0.94,3.6,-1.99,3.553738543,1.910212013,0.19
201811,1.69,-0.77,0.28,-0.56,0.36,-1.37,2.403279409,-0.263439822,0.18
201812,-9.57,-2.87,-1.85,-0.03,0.22,2.11,1.442073859,-0.232305875,0.2
201901,8.4,3.02,-0.46,-0.78,-1.51,-8.68,-3.657063089,-0.878806111,0.21
201902,3.4,1.74,-2.67,0.12,-1.6,0.86,-0.159430697,-0.179236731,0.18
201903,1.1,-3.5,-4.1,0.9,-0.96,2.21,-0.936592043,0.101237574,0.19
201904,3.97,-1.17,2.14,1.62,-2.2,-2.97,2.283258484,-0.34247124,0.21
201905,-6.94,-1.58,-2.35,-0.47,1.76,7.56,-0.518716618,4.048673425,0.21
201906,6.93,0.36,-0.72,0.91,-0.43,-2.3,0.027035178,-0.243431036,0.18
201907,1.19,-1.78,0.47,-0.07,0.37,2.89,1.921994857,1.950222861,0.19
201908,-2.58,-3.23,-4.77,0.55,-0.69,6.92,1.149213469,2.233025,0.16
201909,1.43,0.27,6.74,1.84,3.36,-6.81,1.918925551,-1.30574141,0.18
201910,2.06,0.27,-1.92,0.44,-0.96,0.15,0.118158718,-0.588056936,0.16
201911,3.87,0.45,-2,-1.6,-1.25,-2.66,-1.681107764,-2.939995413,0.12
201912,2.77,0.97,1.77,0,1.23,-1.77,-2.279562936,-0.429644008,0.14
202001,-0.11,-4.38,-6.23,-1.17,-2.32,5.98,-2.049053463,4.048288919,0.13
202002,-8.13,0.04,-3.79,-1.47,-2.51,-0.4,-1.192357582,-3.818096888,0.12
202003,-13.39,-8.3,-13.95,-1.52,1.26,7.97,4.902667508,-9.733719845,0.13
202004,13.65,2.58,-1.26,2.71,-1.01,-5.23,-3.15616377,-1.72817805,0
202005,5.58,1.97,-4.89,0.96,-3.25,0.43,-2.569794541,4.442531213,0.01
202006,2.46,1.97,-2.17,0.09,0.53,-0.73,-1.480215887,5.064743796,0.01
202007,5.77,-3.2,-1.37,0.4,0.96,7.61,0.169645827,6.449783154,0.01
202008,7.63,-0.89,-2.96,4.26,-1.2,0.55,0.377833774,-3.958030959,0.01
202009,-3.63,0.01,-2.68,-1.39,-1.89,3.12,0.391339503,1.293154628,0.01
202010,-2.1,4.64,4.22,-0.75,-0.76,-3.05,0.801503197,-1.997706515,0.01
202011,12.47,7.12,2.13,-2.2,1.37,-12.43,-8.840341092,-5.093892581,0.01
202012,4.63,4.79,-1.5,-1.99,-0.11,-2.32,-1.06898737,5.300003895,0.01
202101,-0.03,6.92,2.97,-3.81,4.9,4.5,-4.654679344,10.71970153,0.01
202102,2.78,4.53,7.17,0.31,-1.94,-7.89,0.489199582,-1.964808626,0
202103,3.08,-0.86,7.39,6.47,3.41,-6.14,4.861165885,-3.019317166,0
202104,4.93,-3.15,-0.95,2.49,-2.69,1.16,1.759583083,0.312771596,0
202105,0.29,1.23,7.09,2.53,3.01,0.88,1.811204567,-0.727197725,0
202106,2.75,-0.34,-7.83,-2.18,-0.95,2.2,-2.508328235,0.250187363,0
202107,1.27,-4.63,-1.78,5.5,-0.52,-2.25,6.697448048,3.76604189,0
202108,2.91,-0.68,-0.15,-0.3,-1.79,2.51,-0.359611599,0.386607364,0
202109,-4.37,1.13,5.09,-1.9,2.11,1.49,-1.558201043,-2.265515604,0
202110,6.65,-2.7,-0.49,1.69,-1.45,3.19,2.044057402,1.30756023,0
202111,-1.55,-1.77,-0.45,7.22,1.72,0.9,5.071680256,0.553956743,0
202112,3.1,-0.77,3.26,4.92,4.4,-2.6,4.933062158,3.529848709,0.01
202201,-6.25,-4.04,12.75,0.87,7.74,-2.52,2.888532206,-0.391987339,0
202202,-2.29,2.94,3.08,-2.08,3.12,1.76,-2.452595598,-2.051666248,0
202203,3.05,-2.16,-1.8,-1.56,3.14,3.01,-0.11454023,1.991164693,0.01
202204,-9.46,-0.41,6.17,3.63,5.89,4.87,5.00835513,1.510808479,0.01
202205,-0.34,-0.05,8.39,1.44,3.97,2.46,3.349446259,0.050462916,0.03
202206,-8.43,1.31,-5.98,1.86,-4.7,0.77,4.847803068,1.986487674,0.06
202207,9.57,1.86,-4.1,0.68,-6.92,-3.94,-3.491017621,-2.535720189,0.08
202208,-3.77,1.49,0.3,-4.78,1.3,1.99,-3.818206952,-2.022415329,0.19
202209,-9.35,-0.97,0.06,-1.51,-0.84,3.47,4.216587772,-1.34433194,0.19
202210,7.83,1.86,8.05,3.07,6.52,3.87,3.434038723,1.845946084,0.23
202211,4.6,-2.67,1.38,6.01,3.11,-2.01,4.380630318,0.362763367,0.29
202212,-6.41,-0.16,1.32,0.09,4.19,4.52,2.743900225,-0.855602459,0.33
202301,6.65,4.43,-4.08,-2.61,-4.52,-15.98,-8.049883464,-4.846156372,0.35
